x1,x2,v
32,35,1
32,14,1
34,12,1
24,12,1
23,11,1
6,26,1
7,26,1
33,29,1
42,30,1
44,47,1
58,63,2
73,65,2
75,59,2
92,60,2
83,93,2
67,95,2
63,96,2
60,94,2
57,89,2
51,45,3
53,28,3
52,23,3
46,13,3
44,3,3
71,3,3
73,0,3
86,21,3
85,33,3
88,43,3
63,50,3
56,38,4
65,29,4
68,1,4
99,1,4
98,5,4
91,41,4
90,46,4

20,51,0
3,61,0
14,62,0
15,40,0
8,40,0
7,38,0
6,36,0
6,31,0
26,28,0
32,32,0
46,30,0
40,40,0
57,15,1
12,14,1
6,0,1
32,4,1
47,7,1
48,17,1
40,51,2
22,62,2
21,76,2
2,74,2
5,72,2
8,96,2
9,98,2
36,92,2
43,63,2
54,86,3
70,92,3
95,97,3
97,85,3
97,84,3
98,77,3
87,80,3
87,70,3
84,70,3
83,73,3
72,71,3
53,48,4
64,48,4
80,39,4
88,46,4
90,44,4
95,41,4
95,26,4
96,1,4
79,3,4
74,12,4
71,21,4

54,57,0
68,82,0
88,86,0
80,87,0
79,92,0
82,99,0
54,99,0
55,98,0
55,74,0
49,19,1
45,5,1
54,10,1
60,12,1
60,15,1
71,17,1
96,21,1
93,29,1
90,44,1
83,49,1
40,35,2
38,28,2
42,8,2
37,8,2
25,11,2
22,25,2
4,30,2
3,53,2
23,53,2
32,48,3
20,48,3
20,40,3
23,57,3
20,67,3
22,73,3
11,91,3
19,91,3
28,83,3
35,65,3
39,63,3
47,55,3
55,46,4
57,32,4
62,38,4
75,44,4
99,68,4
81,76,4
73,78,4
71,75,4
56,67,4

67,44,0
71,41,0
86,41,0
89,43,0
97,42,0
96,41,0
88,27,0
74,34,0
68,5,0
64,13,0
60,30,0
56,35,0
54,38,0
50,47,0
34,73,1
17,75,1
18,78,1
10,87,1
2,97,1
4,76,1
8,65,1
18,69,1
35,63,1
45,65,2
40,78,2
33,85,2
54,91,2
58,90,2
59,99,2
64,65,2
56,58,2
78,50,3
80,65,3
86,61,3
89,78,3
92,75,3
98,88,3
82,91,3
70,80,3
70,73,3
70,57,3
44,28,4
49,14,4
45,12,4
37,19,4
12,11,4
11,10,4
6,39,4
9,45,4

59,53,0
75,54,0
75,71,0
73,77,0
73,97,0
96,79,0
98,44,0
95,46,0
87,48,0
83,48,0
79,51,0
57,46,1
45,46,1
26,40,1
0,24,1
0,58,1
4,68,1
13,52,1
60,55,2
63,55,2
66,46,2
80,29,2
87,18,2
93,21,2
92,12,2
86,15,2
74,2,2
63,12,2
56,24,2
54,27,2
53,17,3
54,4,3
30,1,3
17,0,3
6,3,3
4,4,3
7,13,3
13,9,3
32,19,3
49,28,3
43,55,4
37,65,4
30,63,4
22,73,4
12,73,4
11,83,4
26,91,4
50,91,4
48,60,4

49,20,0
32,20,0
17,2,0
16,2,0
8,2,0
2,13,0
2,25,0
18,28,0
35,41,0
43,41,0
12,50,1
7,53,1
4,51,1
5,75,1
3,79,1
6,90,1
20,81,1
15,74,1
14,62,1
37,53,1
43,51,1
55,72,2
55,76,2
53,80,2
57,82,2
91,86,2
94,81,2
92,72,2
94,38,2
81,47,2
71,53,3
72,61,3
75,77,3
78,88,3
79,98,3
64,93,3
60,94,3
29,93,3
33,86,3
46,75,3
51,30,4
52,28,4
53,26,4
64,13,4
81,13,4
81,6,4
84,0,4
96,26,4
76,32,4

43,20,0
28,20,0
18,18,0
10,1,0
47,13,0
57,14,0
56,17,0
57,19,0
78,52,1
81,54,1
88,41,1
90,48,1
91,49,1
93,80,1
84,78,1
84,81,1
79,82,1
73,86,1
68,93,1
63,75,1
63,74,1
63,65,1
56,55,1
15,53,2
12,56,2
3,66,2
16,89,2
25,87,2
38,82,2
44,71,2
75,41,3
78,35,3
85,27,3
88,21,3
86,19,3
98,11,3
96,11,3
85,5,3
83,7,3
70,11,3
62,22,3
67,35,3
26,25,4
11,28,4
7,20,4
3,15,4
4,28,4
1,37,4
44,46,4

56,59,0
64,67,0
74,66,0
79,80,0
72,87,0
85,91,0
86,82,0
85,70,0
97,65,0
99,63,0
91,55,0
77,48,0
27,36,1
31,91,1
48,86,1
62,86,1
66,95,1
59,80,1
55,76,1
51,54,1
52,19,2
63,18,2
77,15,2
89,6,2
97,1,2
98,39,2
94,39,2
84,36,2
65,35,2
65,51,2
48,43,3
25,41,3
6,40,3
1,27,3
0,4,3
18,13,3
32,8,3
41,7,3
50,24,3
31,50,4
12,50,4
7,63,4
6,88,4
7,92,4
12,93,4
0,98,4
1,74,4
10,71,4
43,68,4

41,50,0
5,43,0
7,31,0
1,1,0
13,27,0
13,30,0
67,42,1
78,39,1
91,40,1
94,39,1
94,5,1
95,20,1
98,29,1
95,42,1
92,55,1
77,57,2
81,60,2
90,69,2
71,75,2
55,96,2
43,96,2
45,88,2
50,82,2
8,58,3
8,60,3
1,60,3
1,63,3
8,88,3
11,80,3
17,79,3
25,80,3
25,72,3
17,70,3
17,64,3
26,60,3
35,60,3
44,59,3
50,25,4
59,25,4
55,20,4
57,3,4
61,0,4
50,7,4
51,14,4
33,16,4
30,12,4
26,21,4
29,33,4
49,35,4

19,55,0
9,63,0
2,47,0
5,35,0
11,15,0
15,32,0
22,31,0
39,38,0
59,53,1
70,53,1
74,78,1
74,87,1
76,92,1
91,93,1
93,91,1
93,88,1
78,84,1
48,80,1
89,60,2
91,66,2
99,60,2
94,47,2
93,45,2
82,44,2
63,40,2
31,50,3
29,46,3
28,70,3
17,69,3
18,79,3
13,77,3
6,93,3
25,94,3
25,73,3
36,72,3
43,73,3
52,18,4
55,19,4
57,11,4
59,11,4
55,4,4
46,8,4
39,2,4
25,12,4
20,13,4
37,17,4
43,17,4
45,25,4
48,37,4

50,9,0
60,11,0
61,2,0
65,9,0
87,16,0
92,7,0
97,9,0
95,24,0
93,36,0
92,36,0
70,40,0
64,43,0
69,74,1
76,79,1
82,74,1
82,87,1
95,87,1
99,85,1
89,67,1
97,48,1
84,43,1
76,49,1
55,89,2
72,97,2
42,95,2
32,91,2
22,99,2
27,91,2
27,85,2
33,79,2
40,45,3
33,38,3
34,33,3
10,31,3
3,6,3
13,13,3
19,13,3
18,19,3
40,19,3
58,21,3
56,25,3
61,33,3
26,51,4
28,60,4
3,65,4
4,80,4
6,45,4
10,47,4
32,47,4

14,45,0
2,42,0
14,7,0
21,13,0
25,12,0
38,24,0
37,31,0
32,30,0
31,34,0
49,12,1
55,14,1
58,8,1
63,10,1
71,9,1
73,9,1
72,0,1
46,4,1
31,2,1
39,5,1
42,17,1
44,30,1
46,54,2
9,57,2
6,60,2
28,89,2
34,96,2
56,96,2
48,75,2
46,64,2
65,63,3
67,72,3
89,74,3
93,89,3
99,96,3
95,88,3
81,86,3
76,84,3
70,86,3
64,83,3
59,71,3
56,54,3
82,60,4
82,52,4
93,42,4
95,33,4
95,15,4
75,22,4
81,37,4
80,49,4

46,72,0
47,79,0
46,85,0
17,94,0
55,91,0
62,90,0
64,73,0
64,68,0
59,31,1
77,30,1
76,27,1
77,21,1
90,11,1
88,4,1
82,3,1
73,2,1
76,6,1
73,23,1
68,30,1
68,41,1
72,53,2
80,74,2
82,70,2
95,69,2
88,91,2
85,84,2
77,85,2
71,79,2
68,69,2
65,66,2
44,62,3
33,53,3
20,48,3
16,24,3
26,12,3
31,36,3
34,37,3
43,34,3
50,45,3
85,47,4
91,48,4
99,52,4
99,20,4
99,17,4
95,16,4
79,19,4
61,20,4
54,25,4
49,23,4

0,47,0
4,40,0
3,37,0
1,35,0
2,21,0
5,7,0
23,16,0
35,22,0
33,30,0
31,37,0
49,74,1
80,77,1
89,80,1
99,89,1
90,99,1
68,96,1
59,85,1
70,42,2
81,39,2
87,27,2
91,27,2
96,37,2
98,47,2
95,51,2
98,61,2
89,63,2
88,70,2
88,55,2
84,56,2
83,56,2
30,51,3
19,67,3
8,70,3
15,78,3
4,81,3
3,84,3
0,85,3
21,90,3
28,95,3
42,61,3
52,28,4
52,7,4
58,5,4
78,9,4
82,18,4
72,18,4
70,22,4
67,29,4
66,29,4

81,56,0
98,68,0
97,75,0
96,97,0
83,84,0
84,77,0
75,83,0
55,79,0
55,64,0
48,29,1
48,22,1
56,4,1
61,10,1
96,16,1
96,32,1
96,33,1
97,37,1
90,41,1
90,53,1
29,47,2
12,34,2
6,17,2
9,16,2
8,12,2
2,0,2
31,3,2
35,10,2
39,21,2
40,24,2
42,25,2
45,40,2
40,74,3
24,76,3
25,84,3
19,95,3
14,93,3
8,95,3
6,83,3
10,80,3
9,60,3
17,59,3
26,57,3
39,51,3
37,87,4
39,95,4
58,95,4
71,43,4
67,29,4
52,38,4

28,52,0
22,57,0
7,56,0
0,58,0
2,70,0
4,88,0
24,94,0
27,93,0
34,86,0
36,82,0
32,60,0
28,47,1
26,42,1
9,26,1
2,7,1
15,13,1
29,14,1
45,10,1
40,36,1
50,28,2
62,28,2
66,24,2
81,25,2
94,20,2
95,13,2
98,0,2
91,2,2
79,1,2
65,17,2
55,19,2
63,79,3
97,80,3
99,89,3
97,95,3
92,96,3
77,92,3
60,96,3
58,65,3
73,55,4
77,52,4
84,59,4
85,64,4
87,62,4
90,63,4
99,48,4
85,48,4
85,41,4
63,38,4
56,45,4

98,51,0
98,8,0
97,3,0
90,16,0
89,30,0
76,36,0
71,36,0
55,42,0
53,42,0
58,58,1
70,62,1
81,61,1
94,61,1
95,62,1
92,70,1
92,74,1
77,74,1
75,88,1
78,90,1
69,90,1
63,87,1
66,82,1
65,80,1
64,66,1
57,60,1
11,60,2
7,71,2
13,82,2
4,88,2
28,91,2
32,86,2
38,90,2
40,79,2
26,28,3
21,15,3
4,14,3
0,0,3
29,0,3
29,2,3
34,11,3
41,23,3
48,42,3
67,16,4
67,22,4
32,23,4
15,29,4
10,28,4
8,32,4
31,39,4

72,58,0
71,60,0
71,82,0
71,85,0
77,94,0
93,96,0
85,99,0
83,75,0
91,47,0
45,1,1
30,5,1
29,7,1
15,11,1
4,2,1
7,23,1
26,22,1
35,24,1
36,28,1
36,35,1
74,57,2
82,39,2
82,10,2
86,8,2
98,7,2
82,1,2
72,9,2
70,25,2
59,34,2
56,40,2
51,69,3
49,81,3
60,94,3
49,98,3
45,95,3
36,94,3
33,73,3
29,76,3
24,78,3
23,70,3
22,68,3
24,61,3
39,68,3
44,75,4
43,92,4
3,92,4
0,50,4
13,49,4
24,38,4
26,44,4

69,54,0
75,61,0
95,66,0
97,97,0
85,81,0
78,78,0
62,75,0
50,68,0
20,55,1
7,62,1
4,41,1
10,5,1
17,9,1
20,11,1
20,24,1
23,43,1
46,20,2
29,14,2
23,11,2
26,6,2
39,8,2
51,1,2
56,16,2
59,25,2
66,25,2
65,34,2
40,76,3
36,73,3
23,74,3
25,83,3
20,83,3
2,94,3
9,89,3
11,68,3
15,69,3
14,65,3
15,51,3
18,50,3
78,45,4
91,49,4
99,32,4
99,17,4
98,16,4
92,8,4
91,4,4
88,11,4
88,39,4
72,39,4
66,44,4

30,48,0
8,25,0
7,16,0
0,5,0
1,0,0
25,7,0
39,5,0
43,33,0
43,41,0
49,45,0
51,79,1
25,75,1
18,22,1
17,12,1
22,12,1
34,10,1
45,13,1
46,91,2
44,99,2
35,97,2
29,96,2
12,94,2
3,81,2
25,85,2
42,88,2
43,67,2
45,52,2
50,49,3
82,42,3
88,34,3
95,28,3
88,12,3
85,8,3
77,4,3
71,3,3
76,14,3
66,29,3
65,60,4
65,61,4
88,58,4
98,80,4
80,75,4
79,81,4
79,87,4
78,93,4
70,95,4
61,81,4
60,69,4
54,65,4

43,58,0
27,58,0
27,71,0
13,70,0
0,69,0
1,37,0
9,41,0
29,47,0
52,27,1
58,25,1
61,4,1
63,8,1
77,9,1
74,16,1
69,18,1
70,26,1
91,30,1
89,38,1
96,45,1
62,46,1
43,42,2
34,43,2
24,29,2
14,32,2
15,27,2
3,3,2
2,15,2
29,17,2
27,24,2
40,28,2
46,31,2
48,81,3
51,88,3
53,97,3
35,99,3
41,92,3
40,74,3
42,58,3
61,60,4
63,74,4
60,82,4
77,77,4
78,94,4
93,96,4
96,86,4
95,82,4
84,81,4
86,55,4
61,55,4

64,48,0
75,44,0
79,53,0
91,54,0
94,54,0
98,11,0
97,23,0
85,29,0
82,31,0
70,30,0
60,25,0
59,30,0
57,37,0
38,57,1
30,68,1
32,78,1
1,84,1
1,92,1
29,89,1
35,86,1
54,86,1
54,87,1
48,14,2
39,13,2
23,9,2
11,8,2
1,11,2
3,4,2
38,1,2
38,7,2
38,15,2
46,18,2
17,59,3
0,67,3
0,47,3
0,42,3
9,18,3
10,28,3
56,63,4
55,77,4
61,78,4
69,97,4
70,96,4
75,79,4
97,84,4
98,70,4
81,63,4
76,57,4
64,59,4

86,47,0
87,57,0
96,63,0
99,58,0
98,51,0
98,31,0
93,24,0
90,19,0
85,15,0
87,33,0
79,37,0
63,65,1
62,73,1
63,74,1
47,81,1
62,96,1
77,91,1
80,92,1
78,51,1
17,48,2
1,42,2
0,12,2
2,18,2
14,19,2
10,32,2
14,37,2
23,42,2
48,43,2
27,57,3
16,56,3
1,66,3
2,89,3
6,96,3
6,79,3
5,71,3
15,68,3
24,67,3
25,69,3
29,61,3
56,15,4
65,20,4
68,12,4
69,9,4
55,10,4
41,6,4
21,2,4
28,30,4
31,34,4
31,38,4

36,18,0
17,18,0
15,1,0
39,8,0
42,4,0
46,0,0
53,5,0
52,18,0
65,57,1
71,57,1
89,58,1
92,93,1
97,82,1
98,73,1
97,60,1
96,50,1
80,50,1
63,45,2
85,46,2
86,40,2
73,39,2
74,37,2
75,31,2
77,1,2
65,20,2
67,30,2
62,27,2
60,35,2
24,57,3
7,58,3
8,59,3
10,45,3
13,40,3
14,36,3
8,31,3
11,25,3
11,22,3
28,27,3
38,48,3
52,65,4
58,66,4
67,64,4
74,75,4
73,79,4
67,82,4
45,89,4
33,82,4
28,67,4
44,74,4

62,83,0
53,95,0
49,97,0
37,92,0
26,68,0
18,70,0
15,67,0
13,64,0
32,62,0
39,62,0
43,57,0
93,46,1
98,27,1
88,37,1
79,33,1
76,31,1
39,36,1
41,44,1
49,48,1
63,60,2
99,66,2
99,81,2
88,93,2
84,75,2
79,71,2
70,66,2
68,64,2
56,63,2
42,49,3
34,46,3
26,18,3
22,7,3
12,3,3
6,23,3
6,27,3
19,55,3
25,54,3
29,51,3
63,40,4
63,30,4
66,30,4
72,20,4
74,18,4
76,13,4
89,12,4
89,5,4
74,9,4
51,1,4
53,13,4

57,72,0
72,76,0
69,81,0
67,84,0
70,91,0
64,93,0
61,95,0
30,89,0
35,85,0
33,47,0
44,40,1
40,15,1
38,5,1
32,6,1
9,3,1
1,13,1
6,18,1
12,20,1
39,38,1
57,47,2
63,47,2
63,37,2
70,40,2
75,20,2
79,23,2
84,13,2
73,11,2
60,2,2
52,15,2
69,53,3
70,62,3
75,62,3
74,64,3
86,74,3
87,88,3
95,94,3
93,66,3
89,43,3
85,49,3
8,57,4
1,55,4
6,66,4
7,84,4
22,90,4
20,84,4
18,75,4
30,72,4
30,65,4
42,64,4

76,66,0
76,69,0
79,69,0
96,63,0
83,82,0
81,80,0
71,78,0
72,90,0
74,98,0
58,84,0
48,55,1
41,56,1
36,85,1
32,85,1
27,91,1
30,95,1
15,99,1
12,91,1
0,91,1
14,86,1
12,74,1
21,72,1
30,69,1
48,61,1
73,28,2
76,19,2
76,12,2
73,9,2
79,5,2
95,20,2
98,25,2
95,41,2
82,35,2
65,42,2
43,53,3
13,68,3
4,57,3
23,37,3
21,18,3
28,30,3
49,43,3
47,36,4
47,4,4
32,4,4
1,5,4
1,6,4
27,7,4
60,13,4
61,22,4

49,27,0
54,24,0
57,20,0
57,16,0
54,3,0
66,0,0
95,6,0
88,17,0
75,20,0
68,31,0
63,37,0
56,44,0
53,45,0
51,43,1
85,38,1
98,47,1
73,49,1
17,29,2
11,25,2
10,22,2
2,17,2
22,17,2
19,5,2
26,7,2
33,4,2
51,18,2
41,63,3
30,86,3
22,82,3
17,84,3
18,95,3
9,98,3
1,97,3
6,80,3
4,73,3
3,63,3
7,57,3
20,55,3
34,51,3
35,51,3
56,67,4
83,62,4
81,72,4
82,91,4
90,96,4
41,94,4
46,91,4
46,77,4
45,74,4

46,67,0
44,72,0
40,82,0
44,96,0
15,91,0
14,92,0
9,88,0
26,74,0
23,65,0
33,60,0
32,35,1
27,21,1
12,16,1
4,16,1
5,23,1
6,29,1
8,64,1
18,43,1
57,45,2
82,32,2
84,29,2
84,7,2
85,2,2
88,11,2
93,10,2
98,11,2
97,17,2
91,23,2
90,40,2
94,44,2
84,45,2
75,46,2
45,31,3
49,4,3
59,0,3
77,4,3
76,6,3
71,20,3
66,45,3
71,50,4
78,54,4
94,58,4
99,65,4
96,75,4
88,75,4
87,71,4
80,96,4
64,94,4
58,75,4

62,40,0
67,32,0
67,25,0
81,2,0
94,1,0
99,35,0
95,44,0
68,50,0
66,57,1
69,62,1
80,63,1
86,63,1
87,66,1
97,87,1
95,87,1
77,96,1
76,91,1
77,83,1
77,80,1
66,71,1
64,70,1
46,75,2
42,22,2
53,20,2
52,19,2
55,9,2
60,15,2
56,33,2
44,44,3
31,33,3
30,11,3
21,7,3
12,5,3
5,7,3
0,14,3
3,17,3
4,22,3
4,29,3
7,32,3
12,31,3
9,39,3
28,45,3
31,74,4
27,74,4
17,78,4
4,88,4
12,95,4
55,92,4
58,83,4

45,16,0
47,10,0
23,0,0
17,4,0
15,9,0
13,20,0
19,18,0
22,26,0
17,39,0
35,46,0
54,11,1
62,9,1
60,5,1
76,5,1
77,9,1
97,11,1
92,27,1
92,29,1
81,35,1
81,37,1
70,44,1
50,86,2
52,88,2
49,90,2
48,94,2
77,96,2
73,86,2
72,80,2
59,79,2
44,78,2
34,50,3
32,55,3
29,56,3
29,66,3
21,74,3
11,66,3
9,72,3
9,95,3
7,91,3
35,84,3
41,65,3
50,56,4
97,58,4
95,64,4
91,62,4
92,79,4
93,85,4
79,75,4
67,77,4

39,45,0
28,42,0
24,42,0
10,38,0
3,24,0
5,20,0
10,8,0
14,0,0
15,9,0
26,34,0
30,39,0
52,25,1
58,10,1
61,6,1
94,4,1
98,34,1
88,43,1
81,41,1
67,43,1
51,50,1
57,53,2
67,61,2
71,60,2
74,75,2
81,98,2
83,76,2
94,57,2
98,57,2
90,51,2
43,42,3
35,14,3
34,7,3
62,8,3
70,11,3
78,15,3
81,21,3
83,37,3
65,32,3
58,35,3
46,55,4
47,61,4
49,67,4
28,70,4
23,60,4
5,67,4
4,58,4
4,46,4
8,51,4
19,51,4

59,51,0
64,59,0
80,65,0
63,75,0
67,80,0
56,80,0
57,85,0
55,85,0
45,98,0
35,94,0
35,92,0
37,80,0
34,74,0
49,71,0
78,53,1
88,48,1
97,72,1
97,74,1
84,99,1
64,97,1
59,87,1
58,74,1
54,67,1
24,38,2
5,32,2
16,27,2
14,16,2
32,22,2
34,3,2
41,2,2
43,35,2
44,36,2
6,45,3
5,71,3
14,83,3
16,97,3
16,78,3
19,70,3
28,60,3
61,26,4
56,18,4
63,9,4
64,13,4
66,14,4
96,13,4
91,19,4
98,37,4
70,37,4
71,40,4

45,51,0
4,56,0
1,39,0
3,30,0
17,20,0
21,15,0
20,24,0
18,33,0
14,66,1
9,77,1
0,76,1
4,78,1
6,87,1
42,92,1
42,86,1
36,83,1
36,79,1
49,68,1
48,48,2
42,28,2
43,16,2
42,3,2
57,6,2
64,1,2
68,12,2
69,34,2
61,34,2
62,41,2
50,49,2
77,63,3
81,76,3
81,98,3
83,91,3
94,70,3
98,58,3
88,57,3
87,56,3
85,55,3
71,44,4
80,34,4
80,28,4
81,23,4
76,10,4
82,5,4
95,10,4
94,18,4
88,42,4
89,48,4
92,49,4

59,48,0
88,46,0
90,30,0
91,12,0
86,7,0
83,8,0
77,15,0
73,9,0
64,8,0
62,4,0
56,3,0
55,13,0
51,10,0
51,30,0
6,52,1
6,57,1
2,41,1
7,35,1
10,20,1
15,21,1
17,11,1
30,4,1
43,19,1
33,80,2
46,98,2
43,95,2
20,94,2
16,91,2
10,79,2
16,66,2
17,63,2
27,59,2
52,55,3
68,82,3
68,93,3
75,92,3
85,96,3
94,73,3
73,72,3
67,67,3
61,36,4
67,39,4
73,30,4
64,24,4
39,20,4
38,20,4
32,32,4
30,34,4
28,70,4

78,65,0
87,61,0
99,71,0
99,99,0
94,91,0
60,73,0
54,69,0
60,46,1
74,40,1
98,39,1
86,0,1
75,5,1
72,21,1
48,23,1
50,32,1
31,66,2
32,69,2
22,73,2
22,82,2
19,85,2
13,92,2
11,77,2
9,78,2
4,71,2
4,64,2
8,60,2
1,47,2
31,47,2
30,48,2
30,51,2
51,26,3
54,26,3
61,12,3
55,9,3
34,3,3
34,12,3
14,12,3
5,14,3
16,13,3
27,15,3
36,26,3
40,36,3
43,71,4
36,71,4
36,87,4
29,90,4
52,95,4
63,94,4
65,35,4

44,54,0
25,55,0
25,57,0
12,58,0
2,57,0
6,49,0
0,23,0
10,14,0
21,15,0
26,28,0
25,31,0
34,37,0
50,42,0
90,51,1
85,63,1
89,64,1
89,70,1
95,91,1
83,92,1
73,99,1
70,73,1
65,56,1
40,47,2
40,33,2
44,28,2
45,22,2
41,24,2
23,5,2
40,4,2
58,0,2
62,4,2
64,15,2
31,61,3
26,64,3
4,62,3
16,64,3
19,78,3
17,90,3
19,98,3
38,91,3
44,56,3
71,28,4
83,27,4
86,21,4
89,28,4
96,32,4
79,39,4
65,41,4
65,46,4

30,39,0
22,38,0
11,17,0
18,6,0
2,1,0
4,20,0
4,32,0
3,43,0
5,42,0
15,45,0
7,51,1
11,53,1
13,59,1
18,67,1
23,75,1
11,73,1
7,75,1
3,89,1
24,93,1
28,82,1
36,78,1
42,64,1
75,54,2
83,57,2
96,43,2
89,33,2
93,25,2
91,17,2
82,21,2
79,28,2
66,45,2
59,50,2
49,34,3
47,25,3
25,9,3
65,5,3
66,1,3
78,0,3
71,17,3
71,24,3
54,42,3
58,59,4
83,80,4
95,89,4
86,93,4
83,95,4
64,95,4
37,98,4
51,81,4

44,31,0
29,29,0
11,39,0
8,45,0
13,51,0
20,53,0
23,56,0
16,64,0
33,61,0
51,58,1
56,79,1
71,86,1
60,97,1
31,93,1
34,83,1
42,83,1
40,67,1
45,55,1
49,11,2
46,10,2
52,3,2
69,2,2
65,11,2
80,7,2
85,15,2
84,44,2
79,46,2
62,46,2
36,48,3
30,44,3
20,42,3
18,40,3
5,30,3
4,19,3
0,6,3
7,20,3
10,19,3
33,22,3
38,35,3
55,28,4
66,28,4
67,31,4
73,30,4
91,23,4
97,32,4
90,63,4
86,66,4
84,62,4
62,55,4

48,43,0
37,13,0
33,19,0
22,18,0
19,0,0
3,9,0
9,24,0
11,49,0
26,47,0
74,47,1
79,49,1
92,49,1
97,61,1
92,80,1
95,92,1
95,90,1
82,86,1
83,74,1
73,59,1
72,60,1
54,51,1
58,29,2
58,27,2
69,15,2
68,14,2
69,5,2
69,9,2
77,11,2
99,1,2
91,14,2
92,29,2
83,39,2
72,44,2
36,55,3
19,59,3
2,57,3
1,58,3
5,69,3
5,88,3
16,75,3
25,80,3
26,80,3
26,68,3
38,73,3
43,84,4
31,95,4
52,92,4
55,90,4
61,86,4

21,49,0
1,52,0
10,43,0
6,42,0
4,34,0
11,36,0
21,17,0
26,16,0
25,27,0
24,32,0
33,33,0
46,51,1
33,55,1
29,55,1
21,66,1
18,64,1
6,63,1
8,81,1
10,80,1
24,81,1
30,88,1
41,93,1
45,96,1
48,98,1
46,88,1
60,49,2
61,30,2
65,34,2
66,33,2
71,25,2
77,1,2
89,6,2
82,13,2
71,49,2
62,58,3
58,63,3
59,63,3
63,69,3
51,81,3
44,78,3
41,70,3
48,58,3
43,23,4
28,1,4
2,0,4
7,18,4
23,20,4
40,22,4
41,27,4

95,58,0
88,60,0
87,68,0
89,71,0
90,77,0
91,78,0
99,98,0
96,98,0
56,85,0
27,43,1
29,39,1
28,28,1
11,25,1
16,14,1
34,1,1
44,3,1
42,28,1
61,24,2
63,22,2
63,20,2
59,20,2
53,11,2
72,9,2
77,10,2
84,7,2
88,28,2
84,35,2
69,36,2
66,35,2
58,40,2
84,62,3
82,78,3
74,94,3
47,96,3
35,99,3
36,87,3
29,81,3
34,71,3
44,70,3
45,57,3
22,57,4
22,80,4
20,79,4
17,79,4
17,95,4
1,82,4
8,68,4
3,47,4
2,48,4

39,53,0
36,78,0
33,83,0
25,88,0
30,96,0
6,98,0
6,89,0
9,81,0
11,78,0
20,72,0
30,62,0
32,51,0
41,47,1
14,47,1
6,37,1
5,1,1
4,2,1
3,59,1
6,50,1
52,66,2
55,84,2
66,94,2
93,96,2
90,90,2
78,74,2
61,60,2
51,43,3
61,6,3
72,0,3
58,3,3
39,4,3
33,8,3
26,10,3
47,38,3
76,50,4
81,61,4
89,69,4
92,68,4
99,61,4
97,61,4
92,37,4
88,27,4
82,27,4
81,37,4
77,34,4
75,43,4
71,40,4
68,42,4
54,45,4

6,63,0
6,72,0
2,98,0
6,87,0
16,77,0
16,62,0
44,51,0
45,31,1
37,32,1
40,12,1
40,14,1
37,19,1
29,22,1
18,14,1
6,17,1
8,20,1
14,29,1
10,42,1
9,46,1
27,46,1
42,46,1
56,31,2
60,9,2
64,6,2
68,4,2
70,8,2
82,5,2
94,4,2
97,2,2
94,19,2
61,24,2
59,41,2
50,61,3
71,64,3
73,84,3
74,93,3
78,98,3
85,88,3
87,84,3
95,86,3
92,80,3
81,48,3
64,45,4
63,71,4
48,86,4
32,88,4
29,96,4
50,98,4
50,68,4

29,58,0
17,59,0
12,62,0
11,80,0
4,88,0
29,85,0
36,89,0
40,87,0
41,73,0
61,56,1
64,66,1
86,68,1
99,63,1
93,91,1
79,93,1
55,92,1
54,88,1
50,23,2
45,20,2
38,22,2
32,18,2
28,5,2
30,1,2
44,5,2
55,14,2
55,18,2
68,24,2
55,25,2
55,30,2
50,43,2
46,47,3
39,33,3
24,25,3
21,24,3
8,14,3
3,16,3
11,35,3
16,32,3
16,37,3
90,49,4
89,36,4
93,14,4
88,10,4
84,4,4
80,1,4
82,11,4
82,14,4
83,36,4
64,44,4

86,39,0
95,36,0
97,28,0
82,28,0
80,28,0
85,21,0
91,19,0
83,14,0
82,14,0
64,7,0
64,14,0
51,56,1
52,62,1
56,73,1
53,85,1
61,85,1
56,90,1
40,92,1
30,99,1
27,99,1
43,90,1
43,65,1
35,43,2
33,28,2
16,22,2
6,13,2
0,2,2
33,8,2
35,12,2
29,15,2
36,44,2
97,51,3
91,95,3
90,97,3
84,84,3
81,65,3
80,60,3
69,55,3
37,57,4
32,67,4
26,83,4
8,88,4
2,91,4
1,81,4
10,64,4
10,58,4
9,53,4
21,55,4
39,55,4

58,59,0
66,68,0
71,83,0
81,84,0
99,96,0
85,85,0
85,75,0
81,71,0
87,57,0
30,67,1
21,84,1
11,87,1
11,88,1
11,90,1
5,94,1
28,89,1
35,98,1
52,90,1
50,57,1
67,49,2
69,32,2
80,41,2
81,20,2
90,13,2
91,25,2
99,56,2
81,53,2
74,53,2
65,53,2
48,21,3
31,18,3
24,16,3
26,1,3
53,1,3
63,7,3
63,14,3
54,16,3
54,37,3
27,62,4
23,44,4
3,36,4
4,29,4
1,16,4
8,20,4
17,28,4
18,27,4
21,28,4
35,36,4
36,45,4

44,43,0
27,36,0
28,34,0
35,34,0
41,15,0
68,18,0
87,21,0
86,29,0
90,31,0
76,32,0
53,35,0
62,2,1
92,2,1
98,7,1
98,39,1
81,40,1
78,54,1
76,55,1
68,55,1
46,55,2
33,70,2
13,70,2
2,71,2
0,92,2
6,99,2
22,98,2
24,98,2
22,96,2
38,94,2
42,77,2
48,61,2
43,65,3
33,75,3
